,r,nmse_test,expression,directory
470,0.9408519208398378,0.0039521984096866,[x1*(-0.14148825031689433 + (-1.3106031769413796e-6*(1 - 0.3042107186078236*x1)**4/(0.093220313185951832*x1 - 0.60798760785692709 + 1/x1)**4 + 2.5497515534399717)/x1)**4],log/.._dso_data_lj_hnc_greater_fourth_2022-04-06-162319
92,0.9450576589447846,0.0033798521974489,[3.8309425187312876e-6/(-0.03704626947707683*x1 + 0.093045198330324515*x1/(0.0125219312676728*x1**4 + 1)**2 + 0.37282952763917759 - 1/x1)**2],log/.._dso_data_lj_hnc_greater_fourth_2022-03-20-174015
616,0.9470976846206072,0.0031200374773443,[-4.234784171096405*x1/((2*x1 - 6.233510851091228)*(0.31356047556468597*x1/lj(x1) - 413.62245355092784/(x1 - 0.29203422619953534)**2) - 6.474649031703887)],log/.._dso_data_lj_hnc_greater_fourth_2022-03-20-125736
418,0.9481308096281846,0.0029928325578669,[3468183946.3593629*((0.39385786113413476*x1 - 1)**4/(-0.041286399064480464*x1**4*(0.026301407195460123*x1**4 - 4.283790793309071) - 7.727834384694931) + 0.0004697582117702155)**4],log/.._dso_data_lj_hnc_greater_fourth_2022-04-06-162319
129,0.949818855850928,0.0027912551951906,[326.36882717159712*(0.057633919056729882 - (-x1*(x1 - 7.886573780916233) - 15.655868714382153)/((x1 + 0.48259892168418556)*(-x1*(x1 - 7.908297230054286) - 15.745880952779459)))**4],log/.._dso_data_lj_hnc_greater_fourth_2022-04-11-150544
175,0.950300316589248,0.0027351773829054,[0.027335798221768445*x1*tan(3.0977182506743346/(x1 + 170.29094842668914*(1 - 0.26082623692093551*x1)**4 - 1.1484014966502816))],log/.._dso_data_lj_hnc_greater_fourth_2022-04-06-162319
803,0.9509102169372248,0.0026650367270949,[0.61329501991402347*sin(2.5219458982408263/((x1 - 0.5690746005294862)*(-0.015661514060299732*x1 + 0.98433848593970027*lj(x1) - 0.51210675146749995)))**8],log/.._dso_data_lj_hnc_greater_fourth_2022-04-24-011430
761,0.9512960291579248,0.0026211831870503,[(0.2815212131287739 + (0.003425925753877331*tan((-x1 + 18.997194492305972 - 35.27440836026439/x1)/x1) - 4.4481672886861895 + 7.278399868053256/x1**2)/x1)**4],log/.._dso_data_lj_hnc_greater_fourth_2022-04-06-162319
360,0.9523584371520774,0.0025024829788814,[0.06714696184246926*(0.2420995942266193 + 1/(38.78568964257037*(-0.1605699384928*x1 + 0.1605699384928*x1/(-2*x1 + 11.339612580456928 - 19.17924814454305/x1) + 1)**2 + 0.5505947523564518))**3],log/.._dso_data_lj_hnc_greater_fourth_2022-04-06-162409
290,0.9531437208749922,0.0024166781413479,[0.23993524115644901/((x1 - 3.0896371118001102)*(-x1 + 9.8735712224802498*x1*(0.27577220953774335*x1 - 1)**4/(1 - 0.38663926270470953*x1)**4 + 5.151813305394554))],log/.._dso_data_lj_hnc_greater_fourth_2022-04-06-162319
808,0.9535331357963592,0.0023747349902555,[0.15487200683190336*(0.97538460971228961*sin((-22.6027950213736 + 1.777613393945952*(33.71382468400586*(-0.1722249185165744*x1 + 0.3274697408281342*lj(x1) - 1)**2 - 51.28442802352517)/x1)/x1) - 1)**2],log/.._dso_data_lj_hnc_greater_fourth_2022-04-24-011430
877,0.9538086847268202,0.00234529842793,[1.8263430597207095*(1 - 0.31040896163423886*(-sin(1.95616984216925 + 2.457280382901744/(x1*(lj(x1) - 0.5469413129426293 + 1.1936662702903553/x1))) - 0.7564481012966999)**2)**2/x1],log/.._dso_data_lj_hnc_greater_fourth_2022-04-24-011430
543,0.9538185661398432,0.0023442465330162,[tan(1.6505214119917864/(-0.0081685409959867942*x1**3 + 0.021255070143827564*(x1 + 0.2886389492772628*x1/(192.08114213246025*(0.072153538665494935*x1**2 - 1)**2 + 4.392743154867104))**3 + 1)**3)],log/.._dso_data_lj_hnc_greater_fourth_2022-04-24-011426
850,0.9548349978651958,0.0022374194663407,[0.018211348388617574*x1**3*cos(0.7191313322938422*lj(x1) - 0.90461684365577265 + 2.9496427163182639/x1)**54 + 0.00022837215346465853],log/.._dso_data_lj_hnc_greater_fourth_2022-04-28-142401
709,0.955032878803558,0.0022169378754891,[0.5985939066887959*sin(10503.390468047618*(43.1975619867826*(0.3042988964750819*x1 - 1)**2 + 1.3543464176589148)/(x1**4*(0.15974283570087502 - x1)**4))**2],log/.._dso_data_lj_hnc_greater_fourth_2022-03-23-000415
351,0.9554980584566188,0.002169193527963,[tan(0.0013417732895218849*x1/(x1 - 9.327487708558166 + (13.91032844463369*x1*(0.1947301298934586*x1 - 1)**3 + 22.016471235943776)/x1)) + 0.00035906736203294987],log/.._dso_data_lj_hnc_greater_fourth_2022-04-24-011426
271,0.9555379083200432,0.0021651297992277,[0.0028201579699611*(0.00020876680457541835/(0.1310392109532548*x1 - 0.70331286536990632 + 1/x1)**3 + (x1 - 3.4697316271842507)/(0.2142730073120463*x1 - 1/x1)**3)**4],log/.._dso_data_lj_hnc_greater_fourth_2022-04-06-162409
10,0.9562637956336956,0.0020918317633278,[sin(x1/((0.6099776865261656*x1**2 - 5.001186917813612)*(x1**4*(lj(x1) + 0.09680663138356818)**2 + 3.631661949706898)))],log/.._dso_data_lj_hnc_greater_fourth_2022-04-27-163335
478,0.9563527015350884,0.002082948626404,[0.00032573890159014735*x1/((0.0071920906681073775 + (-0.06717583973277098/x1 + 143107.67467595167*(0.26841824958634255*x1 - 1)**6/x1**6)/x1)*(0.068805508560858382*x1 + 1)**3)],log/.._dso_data_lj_hnc_greater_fourth_2022-04-06-162409
90,0.9566753963592968,0.002050878755992,[193.98173188054932*(x1 - 2.685127523677142)/((x1 + 1291.911638770091)*(x1 + 218.1540903541797*(0.2602011189944598*x1 - 1)**4 - 2.346175646208499 - 2.8632259269873117/x1))],log/.._dso_data_lj_hnc_greater_fourth_2022-04-12-134849
486,0.9568877017753876,0.0020299269231822,[6.0071801325140135e-5*x1/((tan(0.9796784037335652 + (1.0799697028090278*x1 + 1.8114036433277593)/x1) + 0.6793758837037482)**4 + 0.00493838549924694 - 0.015263812020579658/x1) - 0.002459456746689],log/.._dso_data_lj_hnc_greater_fourth_2022-04-06-162319
142,0.9570561893645868,0.0020133824827099,[0.07175083495168492*(lj(x1) + 0.46107258328863704)**2/((lj(x1) - 0.1065030655794517 - (0.1832457806007236*x1**2 - 2.7692611529787725)/x1)**2 + 0.1289604610660984)**2],log/.._dso_data_lj_hnc_greater_fourth_2022-03-20-125736
682,0.957338104717094,0.0019858644436318,[51.70395481083755*tan(lj(x1)**3) - 0.0001311708504902801 + 43.326447116259289*(2.9470947567874126 - x1)/(x1*(1 - 0.27312737767941695*x1**2)**3)],log/.._dso_data_lj_hnc_greater_fourth_2022-04-28-142401
26,0.957354986106352,0.0019842231553512,[51.70617201297743*cos(0.2406775685444103*x1**2*lj(x1) + 0.088947127635972301*x1 + 3.052661533042617)**8/(x1 - 0.18360126081603703)**4],log/.._dso_data_lj_hnc_greater_fourth_2022-05-02-160750
630,0.9573587517584448,0.001983857141348,[tan(x1**2/(81.44677584277795*x1 + 190945.59952607138*(0.072337393450534994*x1 - 1/x1)**4 - 249.55590073723354)) - 0.0005280423377872903],log/.._dso_data_lj_hnc_greater_fourth_2022-04-06-162319
589,0.9575013653216286,0.0019700223452005,[5.6511773435208647*cos((0.10427616988285514 - x1)*(0.3418442346812768*x1*lj(x1) + 0.079120240524470824))**4/(0.072372639672432581*x1**2 + 1)**4],log/.._dso_data_lj_hnc_greater_fourth_2022-04-28-142431
48,0.957716838171906,0.001949219127641,[22.50991770971912*(0.2999338129998364*cos(x1 + 1.0488766837994363 - 0.000727837773340251/(lj(x1)**4 + 0.001527542682278188/x1)) - 1)**4/x1**4],log/.._dso_data_lj_hnc_greater_fourth_2022-04-28-142431
144,0.957752657222258,0.0019457725203726,[x1**6/(246040266.55024504*(0.041003187136014423*x1*(x1 - tan(3.8046982067398947/x1) - 8.134838334616472) + 1)**4 + 1722.3738561864013)],log/.._dso_data_lj_hnc_greater_fourth_2022-04-11-150544
62,0.957821892638196,0.0019391198728127,[0.57852656915238213*cos(3.8419698075393612e+17*(((-(0.72078076014714348 - 1/x1)**3 + 0.22321338018403621*lj(x1) + 0.29437184615845469)**3 + 0.00080134286918805638)**3 - 1.5853839965866812e-6)**3 - 0.04087466649216409)],log/.._dso_data_lj_hnc_greater_fourth_2022-05-02-160821
24,0.9579933461249668,0.0019226985170891,[11.945758369954791*(0.88143425787579909*x1*cos(9.930379311967273*(0.57415943516468227*x1 - 1)**3*lj(x1)**3)**3 - 0.91455786150279806*x1 + 1)**27],log/.._dso_data_lj_hnc_greater_fourth_2022-05-02-160821
570,0.9580018092702024,0.0019218899000399,[0.04341631761502605*(-cos(3.927123073593726*x1 - 11.449462649734592) + (tan(4.4948080030624675/x1) - 23.840031908093597)/(x1 - 1.6093694482121719))**2/x1**2],log/.._dso_data_lj_hnc_greater_fourth_2022-04-28-142401
340,0.9580726212165394,0.0019151313473455,[(sin((2.1132476800531511 + 48.323862774181048*(lj(x1) + 1.0271107966870425/x1)/(x1 - 0.12563209514850354/(3.118821562108324 - x1)))/x1) - 0.12778330896459406)**4],log/.._dso_data_lj_hnc_greater_fourth_2022-04-24-011430
37,0.9581820905092115,0.0019047085808339,[2.7023572140683623e-14*(x1 - 0.6951347947037719)**16/(0.00035907051407186469*x1**4 + x1*(1 - 0.27660360841918742*x1)**4/(x1 - 2.8670034336111394) - 0.02117460169293361)**4],log/.._dso_data_lj_hnc_greater_fourth_2022-04-12-084740
579,0.9582686677995126,0.0018964872236655,[74.25719258586443*(-0.01023121678076628 - sin(0.1150211423200316*x1 + 2.608732165412009*(x1 - 1.9774044118303766)*lj(x1) + 4.6046115984121852)/x1)**4],log/.._dso_data_lj_hnc_greater_fourth_2022-04-24-011430
135,0.9584186177367888,0.001882293581869,[0.23185725293775388*x1/((x1 - 1.2456404312872766)*(x1/(46.14799109503837*(0.2787933432822339*x1 - 1)**3 + 0.8931368625654906) - tan(8.154342772118094/x1) - 3.779151939600923)) + 0.05932057761027677],log/.._dso_data_lj_hnc_greater_fourth_2022-05-02-160821
785,0.9584327735115848,0.0018809566376546,[sin((x1 + 1.3023796060992663)*(x1**2 + 30.778916009230206*lj(x1)**2 - 15.692764713505646 - 1.9228854577130134/(3.1734367250245614 - x1))*lj(x1)**2)],log/.._dso_data_lj_hnc_greater_fourth_2022-04-24-011430
557,0.9585151617043044,0.001873185681387,[7.326014978639439*(0.5940379303205097*x1 - 1)**2*(-lj(x1) - 0.6219449166713467*sin(6.709214285255891*lj(x1)**2) - 0.0002571196677386141 + 0.025592344762614065/(0.4058416423089457*x1 - 1)**2)**2],log/.._dso_data_lj_hnc_greater_fourth_2022-04-24-011430
83,0.958518186546956,0.0018729007060109,[2.2312771882400037e-5*x1 - 3.731348347433111*lj(-1.001063973726907*x1 + 94.41472963091569*lj(0.9780105248031399*x1)**3 - 0.4138520614107116) - 0.00080846489235282997],log/.._dso_data_lj_hnc_greater_fourth_2022-04-11-150620
27,0.9586895596248074,0.0018567936988652,[0.5832208754324042*sin((-x1 + 3.1180166962708581*lj(x1)**2)*(18.12252903919128*(-0.025772457337039645 + 1/x1)**2 + 12.697494476020548)/x1)**4],log/.._dso_data_lj_hnc_greater_fourth_2022-04-27-163335
540,0.9588033994687142,0.0018461357410983,[8729.3726656032218*(-0.61668062960315636*cos(lj(x1))**4 + 0.61544393317336277 + 1/(x1*(1.9130717026051844 - x1)))**4/tan(4.579070180244966/x1)**2],log/.._dso_data_lj_hnc_greater_fourth_2022-04-28-142431
405,0.9588812290757236,0.0018388682547674,[19.760894891757947*cos((1.9944452378713557*x1 + 6709254.8174785067*(-lj(x1)**3 - 0.0062778116472314395)**3 - 5.3453954096339191)/x1)**3/x1**3],log/.._dso_data_lj_hnc_greater_fourth_2022-04-28-142401
138,0.9589630384015236,0.0018312458733505,[1.8724118809006068*cos(1.4511609993013557 - (-90.25064417783449 + 142.44147867618318/(lj(x1)**2 + 1.630092196132204 - 0.4319110190019494/x1))/x1)**2/x1],log/.._dso_data_lj_hnc_greater_fourth_2022-04-24-011430
150,0.9589650324905066,0.0018310602929036,[0.0002453533923640415 + 1/(x1*(4.898858132722843*x1*(x1 - 12.38895009830617) + 254.67517575553022) + tan(4.51584296862899/x1) - 358.5340224069519)],log/.._dso_data_lj_hnc_greater_fourth_2022-04-06-162319
100,0.9589864910095012,0.0018290638937537,[0.5278374949331888/(-x1**2 + 1.775312814469033*(-0.0963040769424834*x1 + (0.1185375488349331*x1 + 1)**2 + 0.01405115048379414*sin(0.52335728943755925*x1**2))**4)],log/.._dso_data_lj_hnc_greater_fourth_2022-04-24-011430
169,0.9590322441815696,0.0018248111689362,[0.00053442379037657252*(0.64892534196373956 + (0.383150673551318*x1**2 - 1)**2/(1 - 0.28621006872003999*(-0.63304391533946055*x1 + 1 + 0.027112398236895606/(0.1243847061461801*x1**2 - 1)**3)**3)**2)**3],log/.._dso_data_lj_hnc_greater_fourth_2022-03-20-125735
679,0.9591772445959416,0.0018113688526036,[344.32222753435439*(1 - 0.3182426240773431*x1)**2*((0.29973096930304158*x1 - 1)**2 + 0.026790844783683341)**2*lj(x1)**2/((0.3225552186094644*x1 - 1)**2 - 0.0005028047224753713)**2],log/.._dso_data_lj_hnc_greater_fourth_2022-04-24-011430
315,0.9592154076627606,0.0018078398659533,[67970.70204688757*(0.04957224607100067 + 1/(x1**2 + 4868102.4603679471*(0.003866664525487554*x1 - 0.038457816211108715 + x1**(-3))**3))**6],log/.._dso_data_lj_hnc_greater_fourth_2022-04-24-011426
62,0.9592514826108572,0.0018045073918156,[0.27833025024642646*x1**2/(0.65587825498317901*(x1 - 2.6744322323522254)*(-1845.743005318583*(0.023276323492771869*x1 + lj(x1)**2 - 0.086746655830166358)**2 - 3.354392463171254) - 1)**2 + 0.00022369311713833957],log/.._dso_data_lj_hnc_greater_fourth_2022-04-06-162349
377,0.9592809793407738,0.0018017850603836,[261439113.67926562*(0.032412630910194006 + (0.029087797492723288 - (-3.890335347108392 + 13.87971746171202/x1)*lj(x1)/x1)*(3.568011288210237 - x1)/x1)**6],log/.._dso_data_lj_hnc_greater_fourth_2022-04-28-142401
758,0.9593114094887212,0.0017989789101852,[(x1*(18.31159484700887*x1 - 53.04782489357742)*(lj(x1)**4 - 0.7871113503578239/(x1**4 - 68.17545898637829)) - 0.5854100385205432)**16],log/.._dso_data_lj_hnc_greater_fourth_2022-04-06-162349
183,0.9593719875737204,0.0017933996731461,[-79.80700138885474*(-x1 + x1/cos(lj(x1)))**2 + 34185390000.527411*(-0.0063053388647705706*lj(x1) - 0.032409463549870651 + 1/(x1 + 9.748114611073483))**8],log/.._dso_data_lj_hnc_greater_fourth_2022-04-28-142431
696,0.9593839699026266,0.0017922972114101,[x1/(-x1 + 5622.53771840414*(1 + 0.0133362525514291*(1693.30311086498*x1*(0.1474235081116522*x1 - 1)**2 - 2279.6762215310055)/x1**2)**2 + 8.59726095042621)],log/.._dso_data_lj_hnc_greater_fourth_2022-03-20-125736
420,0.9594161949126706,0.0017893340933333,[(cos(1.4755011007032825*(-1 + 0.82324714088410461*(-x1 + (2.264950060061758*x1**2*lj(x1)**2 - 3.0813291327885777)/x1)/x1)**2) - 0.12731736641703661)**4],log/.._dso_data_lj_hnc_greater_fourth_2022-04-28-142431
755,0.959444426022158,0.0017867403958259,[6.6778395440131338e-5/cos(63.184090577669756*(0.08829909597680066 + (-x1 + 3.8985571882803837 - 5.131783787373785/x1)/x1**2)**2 - 1.5706849141549466)],log/.._dso_data_lj_hnc_greater_fourth_2022-04-28-142431
91,0.9594500347809995,0.0017862253403574,[0.008916831087002674*x1/(-x1 + 2.8859448157716363 + 4304322442.2367307*(0.003904125777046529*x1 + x1/(x1**4 + 232.57095822090616) - 0.017923769517999618)**4/x1) + 0.0003163127618364108],log/.._dso_data_lj_hnc_greater_fourth_2022-04-06-162319
218,0.9595267014502736,0.0017791930433493,[-3.71810799892699*lj(-x1 - 0.42624349133619244 - 2510.787839163308*((3.076512203504703 - x1)*lj(x1)**3 - 0.00021097336745098605)/x1**2)],log/.._dso_data_lj_hnc_greater_fourth_2022-04-11-150620
614,0.9595427897735342,0.0017777192352507,[0.14873272050894683*(0.96247455285018686*lj(x1) + 0.96247455285018686*cos(25.711064450475213*(lj(x1) + 0.002060617046589334)**2 - 34.90010468060656/(x1**2 + 1.411411880012937)) - 1)**2],log/.._dso_data_lj_hnc_greater_fourth_2022-04-28-142431
310,0.9596383315150224,0.0017689805097038,[106941192136.2629*(0.001748693697199196*sin(6.967019699180482/(2.291480196450198 - x1)) - 0.024744773001139787 + 1/(x1**2*(0.1885080243292384 - x1)**2))**4/x1**8],log/.._dso_data_lj_hnc_greater_fourth_2022-04-24-011430
65,0.9596820165118832,0.0017649926128667,[0.5831364192383355*cos(1.3755315727858297 + 1.7670487099315225*(-x1*lj(x1)**2 + 0.78688837750905882*x1 + 0.69280281362452976)**4/x1**4)**16],log/.._dso_data_lj_hnc_greater_fourth_2022-05-02-160750
882,0.9597095596247054,0.0017624807687345,[54.70678538789332*sin(-x1 + 1.078667795820832*(0.9162480725246374 - lj(x1))**2*(x1 - 2.1793472394696365) + 3.6644335627648816)**8/(0.13225610412346336 - x1)**4],log/.._dso_data_lj_hnc_greater_fourth_2022-04-24-011430
942,0.9597306401882186,0.0017605595941792,[0.6118519454236859*sin((-0.07679441354078909 + (1.612279625489499 + 0.00902796306207928/(0.2194534952178791*x1**2*(0.1890381884115654*x1 - 1)**2 + 0.2208504803831532*x1 - 1)**2)/x1)**2)],log/.._dso_data_lj_hnc_greater_fourth_2022-03-23-000415
475,0.959730916003968,0.0017605344652474,[(x1**2 + 265.2898685713266*(-0.2844803826707558*x1 + 1 + 0.042466296225406092/(x1 - 3.1651244812772523))**2 - 2.0130038579557277)*lj(x1)**2],log/.._dso_data_lj_hnc_greater_fourth_2022-03-20-125736
83,0.9597419802365492,0.0017595265885339,[0.593148224885388*sin(1.8683625458745081*(1 + 0.73159280167004118*(19.184626667072936*(x1*lj(x1) + 0.20523346271116463)**2 - 16.531564597509922)/x1)**2/x1**2)],log/.._dso_data_lj_hnc_greater_fourth_2022-04-24-011430
565,0.959806621883394,0.0017536444036833,[-0.04742860625177886*sin(14.538190532608725*lj(x1))/cos(163.37651192023282/(x1 + 125.85358278992652)) - 0.4745705965108734*lj(x1)/(x1 - 3.165923173053468)],log/.._dso_data_lj_hnc_greater_fourth_2022-04-24-011430
633,0.959924706470132,0.0017429265465721,[37436.74483582891*(-0.0001510952420294605*x1 - 1/(x1 + 2.7689505291283543/(-424.09601943283 + (x1**4 + 2228.632137139256)/(x1 + 7.303366401365318/x1))))**4/x1**4],log/.._dso_data_lj_hnc_greater_fourth_2022-04-06-162319
130,0.9599483753491698,0.0017407825279174,[16.376363007170145*x1*lj(x1)**3 - 3.879260432774614*lj(-x1*(-0.07870008117126255*lj(x1) - 0.08682645421980955) + x1) - 8.094737577472715e-5],log/.._dso_data_lj_hnc_greater_fourth_2022-04-11-150620
111,0.9599795672102076,0.0017379592249992,[tan(851.77038251178397*(0.028569122997013952 + (-0.32479767431881189*x1**2*lj(x1)**2 - 0.32479767431881189*x1 + 1)**3/(3.0385054408870571*(0.67784991036740814*x1 - 1)**3 - 0.7133405122674016))**2)**3],log/.._dso_data_lj_hnc_greater_fourth_2022-04-28-142401
432,0.9599929106622442,0.0017367522103342,[0.01611081082579331*((1 + 3.046681481305179e-11/(1.709465196417167e-6*x1 + (0.01195694104071429*x1 - 0.1012933517288271 + (x1 + 0.6434999868124348)**(-2))**3)**2)**2 - 0.62087977857543)**3],log/.._dso_data_lj_hnc_greater_fourth_2022-04-06-162409
663,0.960033707476958,0.001733064642984,[sin(0.15848056517202105*(x1 + x1/(3.1659856007891145 - x1) + 243.5071450540555*(0.075465805697366224 - lj(x1))**2 - 20.156981202811851)*lj(x1))],log/.._dso_data_lj_hnc_greater_fourth_2022-04-24-011430
380,0.9600627229060869,0.0017304445539567,[0.6015042703544528*(0.85706623746266149*(1 - 8.4331303965154175e-8/(0.0001707480922513489*x1 - (-0.2488146923126433 + 1/x1)**3)**2)**4 - 1)**2 - 0.012503384386157671],log/.._dso_data_lj_hnc_greater_fourth_2022-04-06-162409
726,0.9602192749744712,0.0017163448418047,[121034.6673381762*(-0.04154218694363138*(x1**2 - 6.217191828259465 - 0.16206216917957975/lj(x1))/cos(3.737858423070452/x1)**2 + 1)**4*lj(x1)**4],log/.._dso_data_lj_hnc_greater_fourth_2022-04-28-142431
509,0.9603089867749474,0.0017082930935181,[0.1025050525654286*(-0.01438873498072626 + 1/(x1*(x1**2*(lj(x1) + 0.0628485318023597)**2 + 0.5739565384805171)))**4/(cos(lj(x1) + 0.05591106996164474) - 0.9870602736400367)],log/.._dso_data_lj_hnc_greater_fourth_2022-04-28-142431
604,0.9603451069874068,0.0017050570277225,[x1*(18.712198541336228*x1 - 4.6963938370570276*x1*(-cos(x1) - 0.8292062962544532)/(3.173438481478354 - x1) - 66.73325778548758)*lj(x1)**2],log/.._dso_data_lj_hnc_greater_fourth_2022-04-28-142629
105,0.9603873646169384,0.001701275303937,[4.0600049162886654e-7*(0.36334229933145823*x1 - 1)**4/(0.10866358264774985*x1 - 1 + 0.32720088760303325*(cos((x1 + 18.850306509813752)/x1**2) + 6.975108784020557)/x1)**4],log/.._dso_data_lj_hnc_greater_fourth_2022-05-02-160641
714,0.9603948226893474,0.0017006083358248,[0.00021742154137884071*x1**2*tan(8996757674.5122389*(7.3215148332493673e-5 + (0.065997282687507212 - 1/x1**3)**3/(x1*(2.793436090643233 - x1)))**2/x1**2)**4],log/.._dso_data_lj_hnc_greater_fourth_2022-04-24-011426
591,0.960412223813614,0.0016990527190565,[0.12725210263651496*(x1 - 2.6479729235724982)/(9568051.2460646928*x1**4*(-0.0011008705544656744*x1 + 1/(x1**4 + 42.87861657768133))**4 + x1 - 3.1928925894505205)],log/.._dso_data_lj_hnc_greater_fourth_2022-04-06-162319
687,0.9604456331344235,0.0016960681628763,[0.1867534038116018*x1*(lj(x1) + 0.20374875672663886)/(0.48231694110964075*((0.042477484700946695*x1*(x1 + 5.037035789299112) - 1)**2 + 0.645208026030611)**2 + lj(x1))],log/.._dso_data_lj_hnc_greater_fourth_2022-04-24-011430
806,0.9606271784179587,0.001679899644834,[6.607710393318763/(x1 - sin(5.89059612202392 + (-48.714706153715815*x1 - 362.81794101598349 + 3951.2600686753486/x1**2)/x1**3))**3],log/.._dso_data_lj_hnc_greater_fourth_2022-04-24-011426
443,0.9606391413695756,0.0016788371515905,[(cos((-8.172043258951485 + 16.386885541184064/(-x1 - 2.1261829376877284*lj(x1) + 1.2416422088003198))*(0.18432183301011762 - lj(x1)**2)) + 0.127088113748937)**4],log/.._dso_data_lj_hnc_greater_fourth_2022-04-28-142629
191,0.9606843799801488,0.0016748225480209,[0.00543087805317023/(0.009118737529124036 + 3557.0679147019198*(-0.016766944292015643*x1 + (0.32207383051530335*x1 - 1)**2/(-0.1258677658907943*x1**2 - 1)**2 + 0.053636069351023593)**2/x1)],log/.._dso_data_lj_hnc_greater_fourth_2022-04-06-162349
352,0.9607410735829456,0.0016697987135949,[0.01211710093470156*(lj(x1) + 0.2085625276032536)**2/(-0.61699537394644488*(1 - 0.2038627695858918*x1)**2 - 0.1498358189887216*lj(x1) - 0.2683418106733714 + 1/x1)**2],log/.._dso_data_lj_hnc_greater_fourth_2022-04-24-011430
561,0.9607682439463952,0.0016673939296806,[tan(2.7058183588903663e-5 + 18.79565031670682*(-x1*lj(x1) - 0.7956508510076721 + 0.04812212798145544/(3.168663460144342 - x1))*lj(x1)/x1)],log/.._dso_data_lj_hnc_greater_fourth_2022-04-24-011430
56,0.9607741205810184,0.001666874048615,[0.021310175921295816*x1**3*sin((8.9844876565177664*((-1 + 0.034480597612522169/(0.413229176965541*x1 - 1)**3)**3 + 0.3601508373277621)**2 + 12.329356265520707)/x1**2)**6],log/.._dso_data_lj_hnc_greater_fourth_2022-04-27-163306
97,0.9607856250365766,0.0016658565510585,[437.2485474321567*((0.31909482448838935*x1 - 1)**2/(-0.64969594147357994*x1 + 0.55819396513723728*sin(573.65056145318828*lj(x1)**2/x1**2) + 1)**2 - 0.19102927139758284)**4],log/.._dso_data_lj_hnc_greater_fourth_2022-04-24-011430
479,0.960789585240058,0.0016655063731947,[3553647.6224008859*((-0.09272553408504627 + cos(0.8119039762886212*x1 + 0.8119039762886212*lj(x1) + 0.2202194340636126)**2/x1)**2 - 0.2706189334426955)**6/x1**6],log/.._dso_data_lj_hnc_greater_fourth_2022-04-28-142401
711,0.9608080782553574,0.0016638716683996,[(tan(0.053210123535815283 + 4.5884487719070468e-17/(1.2878530634064983e-6*x1 - (-0.00486047195840177*x1 + 0.04171593425921845 - 1/x1**3)**3)**3) - 0.027349515778306754)**2],log/.._dso_data_lj_hnc_greater_fourth_2022-04-28-142401
38,0.9608522367380208,0.0016599717448659,[0.00072514561527802883*(0.35755969490201867 - x1)**4/(0.16409914048446993*x1 + (0.40509152112142501*x1 - 0.40509152112142501*(x1**4*lj(x1)**4 - (x1 - 0.2668084299662596)/x1)**8 - 1)**2)**4],log/.._dso_data_lj_hnc_greater_fourth_2022-04-12-084740
58,0.9608649344364442,0.0016588512416833,[1.2250873870157793e-6/((0.32744856377851856*x1 - 1)**3*(0.0052380174338062098*x1 + 0.63841135454394231*lj(x1)**2 + 1/(x1**3 - 28.750099078916456))**3)],log/.._dso_data_lj_hnc_greater_fourth_2022-05-02-160821
522,0.9608722611502392,0.0016582048844223,[(16.208931768355125*x1*lj(x1)**2 - 3.2092222963346044 - 1/(2.1909308492136126*x1 - 6.9371156136971449))*lj(x1) + lj(x1)],log/.._dso_data_lj_hnc_greater_fourth_2022-04-06-162349
643,0.9609057030632062,0.0016552563881064,[4.8212930708531354*(0.59194154648717589*tan((6.872240943080655*x1 - 19.762390662317655)*lj(x1)**3 + 0.27364437844697263*(2.7133897952338039*(1 - 0.60707717756916953*x1)**2 - 0.42965160489361054)/(0.52311029281306694*x1 - 1)**2) - 1)**3],log/.._dso_data_lj_hnc_greater_fourth_2022-04-28-142401
244,0.9609197824940844,0.0016540158833463,[94538.32880267895*(x1/(0.5518575921571247*x1 + 1 + 0.0072612799132978282/(10577.429607060557*(0.0097232158758776715*x1 - 0.041357355182779942 + x1**(-4))**2 + 0.040420135784040134))**4 + 0.00601850594189231)**4],log/.._dso_data_lj_hnc_greater_fourth_2022-03-20-174015
72,0.9609819460216786,0.0016485447973615,[x1/(11840.042086912671*(0.033517512770649691*x1*(x1 - 9.396273864602168) + 0.86854958851251896*lj(x1 + 0.6619167557250641) + 1)**3 - 123.05885057273046)],log/.._dso_data_lj_hnc_greater_fourth_2022-04-11-150620
310,0.9610045489062324,0.0016465579127276,[0.0059004817122221922*(0.77476749486551026*cos(0.3704066128341278*(-10.146241825255787*x1**2*lj(x1)**2 + x1 + 23.99643890610352)/x1) - 1)**8],log/.._dso_data_lj_hnc_greater_fourth_2022-04-28-142431
524,0.961010478399504,0.0016460369002126,[662.3150207744297*(0.0008620928281422972*tan(54064316.11789616*(0.001092844302946837*lj(x1) + 0.03715971362179861 - 1/x1**2)**6 - 1.5637798193858585) - 1)**6/x1**6],log/.._dso_data_lj_hnc_greater_fourth_2022-04-28-142401
547,0.9610457479893634,0.0016429396694489,[-0.00014421305585128526 - 0.7239755803940651/((939.6422912387694*(0.1806173063903798 - 1/x1)**4 + 0.021874728941371376)*(-x1**4 + 494.1785856837525 - 1258.546741886249/x1))],log/.._dso_data_lj_hnc_greater_fourth_2022-04-06-162349
