,r,nmse_test,expression,directory
371,0.9783037479355386,0.0004918379106554,[66.4526803381931*(0.370730151895428*x1 - 1)**2 - (0.4705661964871619*x1 + 1.321436783047121)*(68.91145197771745*(0.232838460536207*x1 - 1)**4 - 0.10998771465459806)],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-20-000407
438,0.9783037549853696,0.000491837583938,[(x1 + 1.2165223029116694)*(0.9320275381695179*x1**2 - 3.447337041705026*x1 - 22.02748011508993*(1 - 0.256280601291533*x1)**4 + 1.917285869024144)],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-20-000407
125,0.9783093664692049,0.0004915775612614,[0.07929228779178398*x1*(x1 + 288.28019479271782*(0.2069955237369095*x1 + 0.18205284768335203)*(-0.95204425100167416*(1 - 0.2487240214255609*x1)**2 - 1)**2) - 12.906283088200608*x1 - 24.449844131471064],log/.._dso_data_lj_hnc_lesser_sigma_2022-06-17-164736
396,0.978319535350578,0.0004911065425126,[-x1*(-1.724028537703326*x1*(x1 + 9.9800439159451481*(0.060651188990650588*x1 - 1)**8 - 4.030165275725864) - 2.98605952415805) - 24.4508973684248],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-20-000407
109,0.978341591675752,0.0004900857113764,[-40.843550767412692*(1 - 0.2837507861817619*x1)**3 + 32.628219688162911*(0.042108743792662792*x1**2 - 0.16388571049235946*x1 + 1)**6 - 16.220759614520876],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-17-000348
176,0.9783533445088776,0.000489542208462,[x1*(x1 + 0.21019135875776454)*(17.756276908321485*(-0.116157029672009*x1 - (0.08754070353503381*x1 - 1)**4)**2 - 4.873886311699343) - 24.430417317662094],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-20-030440
547,0.9783577921840724,0.0004893366103687,[-23.757541978169273*(0.0015083516640514601*x1**5 - 1)**2 - 7.713645730816553*cos(1.2498139285467504*x1 + 0.51986642627908959) + 5.8544030947134384],log/.._dso_data_lj_hnc_lesser_sigma_2022-06-17-164632
25,0.9783681583225406,0.0004888576004387,[-(x1**2 - 0.31790838338065097)*(-0.03731713964680552*x1 - 17.005992345593582*(0.12994775755468145*x1 - (0.098051931200585614*x1 - 1)**3)**3 + 4.7302312979043211) - 20.525115324261005],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-17-000348
222,0.9783891216888642,0.0004878896499544,[14.103144822393011 - 38.56150742230365*(0.1369818457854006*x1*(-0.69336788929184126*x1*(1 - 0.3306081074586373*x1)**2 - 0.21418679308878372*x1 - 0.29765890668680633) + 1)**2],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-27-165927
59,0.9783891267007424,0.0004878894186584,[14.144465704911951 - 38.602988421130062*(0.20094212353317206*x1*(x1 + 0.2852161495541776)*(-0.51760979770868883*(1 - 0.31569332713283438*x1)**2 - 0.1934056161838) + 1)**2],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-26-154153
104,0.978394635876917,0.0004876352072172,[x1 - 36.465670868039798*(0.01191104834648869*x1**2 + (0.09720150225544796*x1 - 1)**2 - 0.062021806034460883*(0.6619899477066809*x1 - 1)**4)**2 + 7.634758244768805],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-20-000407
390,0.9783952522293792,0.0004876067709932,[-0.01055333378071512*x1**3*(423.6899111512326*(0.2204133875448248*x1 - 1)**4 - 60.84986347538902) + x1 + 12.9174517878388*(0.95930913292194642*(0.53855058021863707*x1 - 1)**2 - 1)**2 - 24.417043130040675],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-20-000407
423,0.9783995576459718,0.0004874081591122,[x1 - 33.6749938352929*(-0.01189273874352212*(x1 + 0.10367495346840247)*(x1 + 0.10368513485244163)*(x1 + 13.226250402105971*(0.27496766753736234*x1 - 1)**2 + 0.001659840001093726) + 1)**2 + 9.103596984905112],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-27-165927
142,0.9783995583100988,0.0004874081284788,[x1 - 35.0669621405476*(-0.1279953548824595*x1 - 0.02185409497324215*(0.5060800667713324*x1 - (0.8546393567708948*x1 - 1)**2)**2 + 1)**2 + 9.093580733618815],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-26-154153
441,0.9784013441494868,0.0004873257588444,[x1**4 + x1*(-x1 - 0.19971189191536703)*(8.37307186886326*x1 + (x1 + 109.82288846834615)/(x1**2 + 8.987017835161735) - 25.453887260080577) - 24.434525222280413],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-20-000407
461,0.9784051469814978,0.0004871503821124,[110.36327886597097*x1/(x1 + 144329.0823326336/(5574.10974881119*(0.4660706061654497*(0.4946230731148814*x1 - 1)**3 - 1)**3 + 17990.21667220869)) - 24.255385131819942],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-17-000348
272,0.9784072600041692,0.000487052949227,[x1**2*(-x1 - 1.8302240204232045) + 15.10778380744449*(-0.12408705585895843*x1**2 + 0.91109408407165863*(1 - 0.26485894730409386*x1)**4 - 1)**2 - 24.54242929555863],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-20-000407
572,0.9784274351877628,0.0004861231699189,[6.068718876587525*(0.5335353868536115*x1 + 1)**2 - 30.53191036021269*(0.23725434650357155*x1*(x1 - 0.48085232337214614*(0.42945334045799061*x1 + 1)**2)**2 + 1)**2],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-27-165927
207,0.9784277261399916,0.0004861097680774,[35.112812638674946*(-1 + 0.98461764519229261/(0.37616012258822731*x1 + 1)**2)**2 + 0.00033656696537948399*(x1**4 + x1)**2 - 24.326741671235332],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-20-000407
394,0.978433104014108,0.0004858620871403,[3.9356397935372534*x1 - 9.2526969048107129*(0.47633287333123641*(0.66119757015285426 - 0.19574229875469187*x1)*(0.1584721186166804*(x1 - 0.92365439024574339)**3 + 1.3400186497389772) + 1)**3],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-17-000348
93,0.9784334658665544,0.0004858454241917,[7.639884593664415*(0.14970138397551629*x1**2 - x1 - 0.3028325523675737)**2 + 3.73558778088814*sin(0.3581322863502601*x1**2 + 2.4862334062672482) - 27.56427072482463],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-27-165954
187,0.9784376613982192,0.0004856522458556,[-x1**3 + 21149.25768244186*(0.006876262313475607*x1**2 - (-0.89131327549425539 + (0.05744779565296688*x1 + 1)**(-2))**2 + 0.014067096231275602)**2 - 24.518619170754008],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-26-154153
408,0.9784426556131636,0.0004854223453209,[x1*(x1*(-x1 + 12.166443615531513*(0.34006292780855762*x1*(0.13310398942683291*x1 - 1)**2 - 1)**2) + 2.42217432718681) - 24.412934821080665],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-17-000348
372,0.9784464194511924,0.0004852491206968,[57945994.628394314*(-0.0071579015079640892*x1 - 1/(x1**4 + 68.09812298403038 - 72.04751525920493/(x1**4 + 2*x1 + 3.2918045399215514)))**4 - 37.1481868230895],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-20-000407
287,0.9784466712617949,0.0004852375326675,[12.99326484862066*x1 + 2.6276030677139695*(1 - 0.78543465611170904*x1)**4 - 24.520541960243765 + 6410.102734135414/(x1 - 2491.673223506974*(1 - 0.1415393603907789*x1)**4 + 0.23268501060261468)],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-27-165927
160,0.9784490549692682,0.0004851278443883,[x1 + 1893.2235671609516*(0.0090591244974618359*x1**2 + x1*(-0.0079951030646080617*x1**2 + 1/(x1 + 3.2336689155424594))**2)**2 - 24.30824288989122],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-27-165927
509,0.9784521392816826,0.0004849859363847,[-56.238508355746451*(0.38670318971293747*x1 - 1)**2 - 146.95616575394976 - 110.16206327192399*(-x1**4 - 461.35818491890626)/(x1 + 504.3052252023458) + 147.8048939083308/(x1 + 1.8943404164428244)],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-20-000407
44,0.9784539779198668,0.0004849013516648,[8.744042269174146 - 43.1444174827322*(0.104187653077965*x1 + 0.104187653077965*(x1 - 1.0970474560073472*(0.10283815125311964*x1 + 1)**4)*(-x1**2 - 1.0733709391506454) - 1)**2],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-20-000407
145,0.9784540216547718,0.0004848993397777,[19.912975275094598*(0.47338660113279084*x1 - 1)**4 + 281.6647144404162*((0.2440994995130449*x1 - 1)**2*(-0.03132562149900452*x1 + 0.03132562149900452*(x1 - 0.6255142196221491)**2 + 0.14121199974987454) - 0.64385889850896095)**2 - 112.0647025356656],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-20-000407
286,0.9784592530780108,0.0004846587159704,[-29.32683667272466*(1 - 0.145570525143481*x1)**4 + 6.454999885833971*(-0.62737316766239167*x1**2*(0.39286528073820008 - 0.026634076056529545*x1) + 0.62737316766239167*x1 - 1)**4 - 1.4433864095016156],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-20-000407
444,0.978486325723826,0.000483414481576,[(-0.02017185229537423*x1 - 0.032196871666328036)*(806.02107337513877*(0.18767801475568589*x1 + 0.0027629997130154252*(0.2210175126316681 - x1)**4*(x1 - 3.35082664399881) - 1)**4 - 44.21141320730203)],log/.._dso_data_lj_hnc_lesser_sigma_2022-06-17-164701
446,0.9784882518140646,0.0004833260237608,[2.0475455445417865*(0.42981807221910878*x1*sin(x1) - 1)**2 - 8.288910075305083/(tan(0.1379731405380852*(x1 + 0.11856276850004461)**2) + 0.31117488370998975)],log/.._dso_data_lj_hnc_lesser_sigma_2022-04-11-150441
49,0.9784922682804704,0.0004831415902754,[(13.84619448878099 - 2.82623236203843e+15*(x1*(-0.04991411751989239 - 1/(-x1 - 18.59946052472477))**2 - 0.00020851202331251678)**4)*(x1 - 3.4790193765596955) + 5.114119321886681],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-20-000407
172,0.9784975357358536,0.000482899767843,[17.031529140894795 - 33.600089425203152*(0.13139968880519929*x1 - 0.13139968880519929*sin(x1*(0.40364594108806359*x1 - 1.2266341529535671) + 8.4117115398746014) - 1)**2],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-20-030440
79,0.9785076174438596,0.0004824371050228,[21.965286111611769*(0.12110152942227259*x1 - 1)**2*(x1 + 0.2482509453766455*(0.24762321435156312*(1 - 0.7949882665043468*x1)**2 + 1)**4) - 37.603256323430244],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-27-165927
383,0.9785125183426806,0.0004822122798788,[-29.048322685650995*(1 - 0.16100671541450148*x1)**3 + 49.79397364568359*(-0.3764487017359902*x1**2 + 0.46605987151786342*(0.34343119516911558*x1 + 1)**3 - 1)**4 + 0.7636429849298083],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-26-154153
85,0.97852417531464,0.0004816777444074,[x1 - 1.142278911807689*(0.95662695443052303*x1 - 1)**3 - 59.782789164130254*(-0.0075414966337599634*x1*(3.7010971453126716*(0.64648210100211663*x1 - 1)**3 + 9.759321298401206) + 1)**2 + 34.18037950665538],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-26-154153
71,0.978543525203158,0.0004807911294407,[-x1**4 - 19.988176073662444*x1 + 29.92532261336944*(-x1 - 0.598683157390972*sin(0.83921869915612037*x1 + 8.396692062961442))**2 - 32.293201444054418],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-20-030440
461,0.9785485550430142,0.0004805608008627,[(0.002951139893115864*x1*(x1**4 - 120.19155994485384) + 2.021846957908396)*(-x1*(x1*(x1 - 3.9352385740642766) - 1.0000122688631632) + x1) - 24.532406368671424],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-20-000407
338,0.9785580082098836,0.0004801280731231,[5.1157742954598815 - 29.60098708090599*(0.0022011158686070012*x1*(x1**4 - 42.71318182046073*(1 - 0.7441605632894229*x1)**2 + 68.9840349223485) + 0.0022011158686070012*x1 - 1)**2],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-27-165927
168,0.978585477122028,0.0004788718108991,[0.07085860500170752*x1**4 - x1 - 30.3752798196238*(0.185050965994057*x1 - 1)**4 + 7.6228555029447047*(0.44817343586742783*(0.49561682828421283*x1 - 1)**4 + 1)**2 - 9.990146348120028],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-20-000407
398,0.978586085315416,0.0004788440152243,[1.520096350898626*(1 - 0.50086256656092919*x1)**8 - 31.944644923040581*(1 - 0.11071463276475797*x1)**4 + 2.351742840928812*(0.66202269101173073*x1 - 1)**4 + 3.696438738695427],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-20-000407
728,0.9785900602983182,0.0004786623711377,[14.401291960612461*(x1 - 3.0397245983311194)*(0.014287243508113797*x1 - 1 + 0.25190660906502826/(0.083020257195951503*x1*(0.63396479023737824*x1 - 1)**2 + 1)**4)**2],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-27-165927
27,0.9785919714100124,0.000478575052198,[9.404829929237065*x1 + 4.126660501577302*(0.4922668938919891*x1*(x1*(1.7820958493966688*(0.26837544082137055*x1 - 1)**2 + 0.16990487471724114) - 1.445078427884549) + 1)**2 - 28.634322784260051],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-20-000407
39,0.9786047883618442,0.0004779896586624,[13.128646572802703 + 69.252621531197333/(-0.9394814251845978*x1 - 0.52358771507940462*(0.062773466113322623*x1**3 - 0.48711676997605387*x1 + 1)**3 - 1.3180182000605431)],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-17-000348
81,0.9786061436139336,0.0004779277815552,[8.1426921446435772*x1 - 24.087009616492715 - 0.0036525988658928369/((0.3302616729953565*x1**2 - x1 + 0.3120923627685539)**4 + 0.003070305980745321)],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-20-000407
321,0.9786193118829334,0.0004773267718231,[4.171181935436182*x1**2 - 24.3045763451139*(-0.4503788484799256*x1*(x1 + 0.03458481744836442)*(x1*(0.07001869267290689 - 0.9743152986303398/(x1 + 1.8758642325919745)) + 0.3606138616841079) + 1)**4],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-27-165927
314,0.9786203778348562,0.000477278138224,[28.685331011445328*(0.16969538518759414*x1 - 1)**3 + 87.231845333151769*(0.30887934213787589*x1 - (0.2315695539858163*x1 - 1)**3 - 0.63126084342467184)**3],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-17-000348
947,0.9786224479325136,0.0004771836982874,[8.163954682425102*x1 - 1.4668976769802165*cos(2.405675981536039*(0.6447352776157079*x1 - 1)**2 + 4.878626468218589) - 23.769120254381232],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-27-165927
253,0.9786438526835451,0.0004762077632619,[0.34334141500293952*x1**4 + 1.5610212837056636*x1*(-x1**2 + x1/(0.104741632041274*x1 + 0.08054794735469411) + 1.5650349998171906) - 1.5610212837056636*x1 - 24.324696097611114],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-20-000407
73,0.9786496007959552,0.0004759458594239,[-0.0007336295242598252*x1 - 27.489371483142295*(0.0051660189542470869*x1*((x1 + 2.43266928727791)*(7.803744218303177*(1 - 0.5041568332823317*x1)**3 - 0.762745993788964) - 32.24552558278869) + 1)**2 + 2.957739983845171],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-17-000348
157,0.9786556277691988,0.0004756713303944,[x1*(-(x1 - 3.886724315741001)*(-0.3550254798906695*x1**3 + x1 - 1.774329390503018)/(x1 + 0.7731520551489692) + 9.933324764549617) - 24.333071947898002],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-17-000348
138,0.9786585701640608,0.0004755373341125,[-sin(2.4223455101441087*x1) - 25.351478645197645*sin(3.1931750291798586*x1**2/(x1**2 + 8.307714900311584) - x1 + 1.3227691637873304)],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-27-165954
377,0.978663453356149,0.0004753149976114,[515.4928309913981*(0.1247170386103403*x1 - 1)**3*(-0.00010691727994718683*x1 - 0.0055873998582842313*(0.72118020915625825*x1 - 1)**6 + 0.063872640955289216) + 5.84448498825473],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-17-000348
265,0.9786687569140806,0.0004750735828502,[x1 + (2.4233703555334456*x1 + 1.9664142861413731)*(x1 + 3.7830147180474126*(0.50062463366391699*(0.37748700934981212*x1 - 1)**3 - 1)**3 + 0.3982140863069065)],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-17-000348
176,0.9786789400679928,0.0004746102310615,[-x1 - 29.42470118457631*(0.2546092468965822*x1 - 1)**2 + 4.5467122808409079*(0.68481873304214413*x1 - 1)**4 - 0.8979685856630885*(0.31579709467586*(0.768172818573735*x1 - 1)**4 + 1)**2 + 1.92634042203498],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-20-000407
177,0.9787031176846762,0.0004735110502319,[9.933814775625653*x1 + 1.7798068861074949*(-0.82516798998166002*x1 + (0.11987940463680918*x1**2 - 0.33406575161511989*x1 + 1)**2)**3 - 26.159026254820837],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-26-154153
421,0.9787114922186227,0.0004731306307165,[(23438.21211398727*(0.9692759394121289*(-0.005896343210986996*x1 - 1)**2 - 1)**2 + 8.794119456999479)*sin(0.2848855537864243*(0.9950731332883602 - x1)**2 - 1.1914988939924187)],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-27-165954
300,0.9787242043155766,0.0004725534787187,[(x1*(0.40265704263326131*x1**2/(-x1/(x1 + 6.55714983368637) - 0.2737921255274606)**2 - 4.6275886383524564*x1 + 6.01785855036374) - x1)**2 - 24.270955760159243],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-20-000407
72,0.9787268105020248,0.0004724351985412,[x1*(8.94930862354908 - 7.5544342330010604*(0.60318358453735267*sin(0.8281107422280184*x1) - 1)**4) + 1.7121240034691351*(0.025008970059026983*(-x1 - 0.055435969245590801)**4 - 1)**2 - 26.0583672278733],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-27-165954
101,0.9787292880186864,0.0004723227722735,[x1*(x1*(-0.024196165360212473*x1**3 - 0.13506407548269894)*(23.07572756881455*x1*(0.3512488133040194*x1 - 1)**3 - 0.3218017671101782) + 7.511106835984958) - 24.943192718520848],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-26-154153
4,0.9787321627424888,0.0004721923387783,[x1**2 + x1 - 34.40264728182735*(1 - 0.1876526995584249*x1)**8 + 48.398865506988062*(0.1030294910843875*(1 - 0.4817206982665204*x1)**4 + 1)**4 - 61.5846674754645],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-27-165927
100,0.9787451363477184,0.0004716039270701,[63.988226610154275*(x1 - 3.0306312457945506)/(cos(0.74783078209366377*x1**2 - 0.62827552297976414*x1 + 5.081914354715128) + 7.466274781254753)],log/.._dso_data_lj_hnc_lesser_sigma_2022-06-17-164632
12,0.9787532019106056,0.0004712383100762,[23.07223225402383*(-0.2081877600800681*(2.8880441690129426 - x1)*(-x1**2 - 5.1513235829874695)*(0.071877928449878422*x1 - 0.071877928449878422*sin(x1 - 3.1316784741010473) - 0.29797116918656861) + 1)**2 - 24.608849851566028],log/.._dso_data_lj_hnc_lesser_sigma_2022-04-11-150441
137,0.9787554492174988,0.0004711364645824,[-x1*(x1*(7.904616978757412*tan(x1 - 1.266648475005153*(0.223034218915682*x1 + 1)**2) + 2.053480256833018) - 0.2614105746873896) - 24.29874287992548],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-20-030440
395,0.9787613821511808,0.0004708676456403,[x1 - 91.89802179409336*(-0.1362581253358772*x1 + 1 - 0.5720909389691203/(x1 + 2.277120143775287*(0.004737217573761101*x1**4 + 1)**8))**2 + 26.914586860663737],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-27-165927
161,0.9787641313425316,0.0004707431079521,[x1*(x1 + 7.4735966629760355) + x1 + 10.133423502746714*(-0.20540812642835734*(x1 - 0.6365201560487768)**3/(x1 + 0.8586501448882746) + 1)**2 - 35.743130604733004],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-26-154153
132,0.9787656527518674,0.0004706741958661,[6.3786902144658806*x1 + 6.3786902144658806*sin(0.34026820841457217*x1) - 6.3786902144658806*sin(33.55323607045708 - 1.1434144158355029*(0.4546342895152119*x1**2 - 1)**2/(0.80461989273114327*x1 + 1)**2) - 19.048044816640072],log/.._dso_data_lj_hnc_lesser_sigma_2022-06-17-164805
189,0.9787827156927544,0.0004699016918322,[8.3436237335317393*x1 + 3.5445783648924869*(x1*(0.6655122378891705*x1 - 1)**2/(x1 + 0.34394636583781) - 0.63398317314571756)**2 - 25.70003417879753],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-17-000348
338,0.9787832048282816,0.0004698795565637,[0.0032063534897603581*x1**6 + x1*(-x1 + 2.116862421729775*(0.7303231368350217*(0.4311617282827655*x1 - 1)**3 - 1)**3 + 11.19462364324142) + x1 - 24.345528535695376],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-26-154153
305,0.9787885924382232,0.0004696357824032,[22.8231812299765*((0.4575156509999416*x1 - 1)**2 + 0.335572566725484)**2 - 1.726556730357926 - 117.1413261465951/(0.36012901256882214*(0.84757910011177231*x1 + 1)**2 + 1)**2],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-27-165927
115,0.9787890006570124,0.0004696173143411,[(x1*(-0.14197309156758758*x1*(0.3111300229203366*x1**2 - x1 + 1.36994756624304) + 0.3545505402741603) + 0.5034304177036799)*(42.411823911329553*(0.28675060979580635*x1 - 1)**3 - 5.95447792688779)],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-17-000348
153,0.9787898671532088,0.0004695781147895,[-0.09972622430908112*x1*(x1 + 70.378465131457111*(0.1709843826493315*x1 - 1)**4*(0.38847814282997561*(x1 - 0.7752775661422254)**2 + 1)**2 - 116.7117661546946) - 24.32040509222852],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-27-165954
351,0.9787986814301096,0.0004691794613046,[x1**2/(0.0475231193957954*x1 + 0.04822110379531548) - 33.948019774913239*(-0.10064201833883477*sin(0.8641664512296047*x1 + 4.553196387348951) - 1)**4 - 2.0141166093301686],log/.._dso_data_lj_hnc_lesser_sigma_2022-04-11-150408
420,0.9787998121876064,0.0004691283320004,[0.7582574669577467*x1*(12.994120014816609 - sin(1.831846291267994*x1 + 2.582505187571671)) - 0.7582574669577467*x1 - x1/(x1 + 0.0644658353210453) - sin(x1) - 24.35024043734033],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-20-030440
72,0.9788037920275054,0.0004689483992334,[-0.5380215475357132*x1**3 + 210.01740131254589*(0.069003697053222042*x1*((0.13756738088866904 - 0.0002962595077688027*x1**6)/(x1 + 0.2699515528453991) - 0.39789969908151235) - 1)**2 - 234.21719054260785],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-26-154153
410,0.97880556893311,0.0004688680750704,[(x1 - 3.6669915193319058*(((1 - 0.25857780594387299*x1)**2 - 0.3181634480999069)**2 + 0.8363428649372681)**2)*(4.607149802856652*x1 + 3.925560261745261)],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-27-165927
373,0.978809230476156,0.0004687025793929,[6.1988843614753763*x1**2*(-0.11665230783762444*x1 + 0.49727289333655442*tan(1.179591904510983*(1 - 0.3625808129844664*x1)**2) + 1)**2 - 24.331093574943629],log/.._dso_data_lj_hnc_lesser_sigma_2022-06-22-201136
177,0.9788123550765288,0.0004685613767141,[8.157561416434609*x1 + 1.0056814188162787*(0.99811333518497765*(-x1*(2.0582937333098736 - x1) - x1 + 0.9829137401976361)**2 - 1)**3 - 24.492175113894856],log/.._dso_data_lj_hnc_lesser_sigma_2022-04-06-162444
730,0.9788176131882016,0.0004683238093562,[(29558.025745646564*(0.7173579615901056*x1 - 1)**4 - 57603.911502980123)/(3254.468472147822*x1 + 7380.2886952635*((1 - 0.107890116581864*x1**2)**2 - 0.60303496842759979)**2)],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-27-165927
745,0.9788184915034392,0.0004682841322133,[8.1631636065437028*x1 - 1.2248204017671833*sin(2.6945165115900275*(0.64520155664503614*x1 - 1)**2) - 24.018158241418394],log/.._dso_data_lj_hnc_lesser_sigma_2022-06-22-201058
478,0.9788344652129491,0.00046756283916,[1.277107248948179*x1**2 + 4.1576091121198*x1 - 0.6094332641916597*sin(x1)**8 + 4.1692082798209995*sin(x1)**2 - 24.488652536534115],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-20-030440
78,0.9788353238763408,0.0004675240826154,[(x1**2 + 4.024278501040751)*(187.4544294379185*(0.2702564534428988*x1 - 1)**4*(x1*(x1 - 0.4805078130879451)/(x1 + 75.33115860198353) - 0.009194394754495508) + 1.8699901286604648) - 25.03413062468169],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-20-000407
376,0.9788375237637948,0.0004674247963559,[266.7781055084792*x1**2/((x1 + 0.28037415644796443)*(x1**3 + 11.444860697676326)*(cos(0.7025608590900496*x1) + 1.3062203823627294)) - 24.37125481562812],log/.._dso_data_lj_hnc_lesser_sigma_2022-06-22-201136
47,0.978837688612265,0.000467417356787,[0.23000005900103307*x1**2*(0.69446780599089788*x1 - 1)**3 - 33.505885935414419*(-0.17775000585586545*x1 + 1 - 0.057729949326198591/(x1 + 0.5674138892663749))**3],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-26-154153
308,0.9788434648224834,0.0004671567168751,[x1*(0.045256147633579682*x1**4 - 797.6689589177029*(0.3021749173801741 - 1/(x1 + 6.627416209126879/(x1 + 1.2894704786867908)))**2 + 9.671671566801432) - 24.298372664255318],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-20-000407
242,0.97884884357001,0.0004669140797939,[-x1 + (25237.36428704605*x1**2*(0.028009085740099177*(1 - 0.71611449639990853*x1)**4 + 1)**2 - 728.0378028681092)/(2894.6889531956694*(0.13633253936303034*x1 + 1)**4 - 1886.257164844872) - 23.59215243401467],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-27-165927
409,0.9788540741834968,0.000466678188093,[-1.6554721119329094*x1*(2.3382210004286897*(1 - 0.65396908976339062*x1)**2/(x1 + 0.38542721551084225) - 4.916441345344408) - 0.24571020982391497*(1 - 0.34523027773660242*x1**2)**3 - 23.98151962663378],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-26-154153
831,0.978854412700336,0.0004666629237043,[-8.837469777516664*(x1 - 3.3355538085281755)*sin(x1 + 5.312264343684033) - 19.68459944603995*sin(x1) - 0.0950484354281221*sin(x1**2) - 0.24463046243283508],log/.._dso_data_lj_hnc_lesser_sigma_2022-06-17-164805
343,0.9788564499456718,0.0004665710658083,[9.1544389643839699*(x1 - 0.19977858220996006)*(0.33050964165397286*(-tan(1.196553541889449*(1 - 0.3692277864297856*x1)**2 - 0.5423126491777058) - 0.1923662500979138)**2 - 1)**2 - 23.511482143216078],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-27-165954
326,0.9788592932763056,0.0004664428778729,[x1**2*(x1 + 197.5594821525208)*(0.0185369626065536*(0.3521738454161219*x1 - 1)**2 + 0.04399241133029884/(x1 + 0.3383065001575825)) - 24.322357995708128],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-20-000407
186,0.9788599964485596,0.0004664111790798,[-(x1 - 4.01564497016467)*(-(-1.6251998148307982*x1 - 0.7009373808322024)*(x1 + 0.42991501575914676) + 0.3801842217831496*(0.067054571493501143*x1**4 - 1)**2) - 27.351988258004138],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-20-000407
