,r,nmse_test,expression,directory
34,0.9838001511166417,0.0002711490934816,[-48.6816710937163*sin(0.09812035091581087*x1 + 1.7939718854065285)**8 - 1.1567866980625892*sin(1.40153829227924*x1 + 1.0932458251371542)**8 + 15.826667757311808],log/.._dso_data_lj_hnc_lesser_sigma_2022-04-06-162502
735,0.9838024586553452,0.0002710705813374,[(sin(x1) + 0.7970361113565598)*(11.722497689394643*x1 - 4.535700573399589*(sin(x1) - 1.8986331945364299)*sin(1.78868125600054*x1) - 22.505750161647722) - 6.24792874531187],log/.._dso_data_lj_hnc_lesser_sigma_2022-06-17-164736
472,0.983803130186,0.000271047735253,[-10.169293799584628*(0.053610971905742536*tan(0.03100857030284558*x1**2 + 1.2181364809325717) - 1)**2 + 9.324771354155379*cos(2.7879081365675003*(1 - 0.23017178510534522*x1)**2) - 8.37589954806405],log/.._dso_data_lj_hnc_lesser_sigma_2022-06-22-201136
812,0.9838067828886634,0.0002709234843893,[(0.13055894941279456*x1**4 + 3.292971701261421*x1*cos(1.6348656315635641*(0.7820940248988867*x1 - 1)**2 + 0.5029502876207697) - 28.82912462001556)*cos(0.33561287898197953*x1 + 0.55465073897561621)],log/.._dso_data_lj_hnc_lesser_sigma_2022-06-22-201136
255,0.9838068888869836,0.0002709198791742,[0.1552404147848239*x1**2*(22.523683607065518*(0.21070764391062743*x1 - 1)**2 + 1.0959521351924173)*(cos(3.2568724597048754*(0.55411463938127511*x1 - 1)**2 + 9.704152284154786) + 4.00715521844763) - 24.297430950209403],log/.._dso_data_lj_hnc_lesser_sigma_2022-06-22-201136
453,0.9838085186901904,0.0002708644494208,[-26.17497835398206*(-0.1954595229178682*x1**2*(0.18859366914043957*x1**2 - x1 + 1.7368893414555528) + 1)**2 - 0.43650753212212345*sin(3.6121140219099985*x1 + 3.4923379409163008) + 1.5925575227140147],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-27-165954
240,0.9838087553650272,0.0002708564005751,[8.108420307662197*x1 + 4.1182986554273858*((0.83783841750760144*sin(x1)**2 - 0.055516742542005745*sin(x1**2) - 1)**4 - 0.55987313607465683)**2 - 25.37720761266735],log/.._dso_data_lj_hnc_lesser_sigma_2022-04-06-162502
477,0.9838109278228642,0.0002707825253254,[(-10.089612419659735 + cos(x1)/(0.2165738646150409*x1 + 0.9515462288110271*cos(x1 - 0.31249122186183637) + 0.2981028224366797))*cos(x1 + 0.7025066406847247) - 17.63636010405631],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-20-030441
299,0.9838112924161736,0.0002707701282115,[x1 + 29.782487272943333*(0.11818482343140706*x1 + 0.011581890365923149*(sin(1.7863865856901993*x1 - 1.0073759639123585) - 0.31385890638093694)**6 - 1)**3 + 3.223323985295178],log/.._dso_data_lj_hnc_lesser_sigma_2022-04-09-162319
254,0.983812533271346,0.0002707279381272,[-2.962475041027015*tan(0.01200092232048012*x1 - x1/(16.504135963737799*(0.33257210437990365*x1 - 1)**2 + 1.2079617972159336) + 1.4225284893055294) - 4.905824408115175],log/.._dso_data_lj_hnc_lesser_sigma_2022-06-17-164632
7,0.9838134574755276,0.0002706965166389,[13.551964943019712*sin(x1 + 5.092939076460064) - 12.045896424622269 - sin(x1 + 0.015269502588040938)**2/(-x1 + 0.84551832071893664*(0.2959175174546533*x1 + 1)**2)],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-27-165954
76,0.9838145650502076,0.0002706588633222,[3.524668301719601*(x1 - 0.013093189292968653*cos(x1*(x1 + 2.3289304072854784)) - 0.5949293896207601*cos(x1 + 21.206916534265073))**2 - 25.140301925320923],log/.._dso_data_lj_hnc_lesser_sigma_2022-06-17-164632
148,0.983815917856812,0.0002706128767227,[(-105.19084071676311*(1 - 0.097501441590739624*x1**2)**2 - 32.04244384759)/(1.8322911211384718*x1 + 5.384321823243509*(0.03016040285510187*(1 - 0.7717413412819748*x1)**18 + 1)**2)],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-17-000348
573,0.9838170416009592,0.0002705746798194,[-x1 - (306.930782441453 - x1)*(-0.0295850415348242*x1 + 0.00195905979766261*sin((2.84344657920437 - x1)*(x1 + 0.3754528444902532)**2)) - 24.526301558279455],log/.._dso_data_lj_hnc_lesser_sigma_2022-06-22-201058
971,0.9838190515833182,0.0002705063659581,[-0.0013309454863586945*x1*(239061.1204512484*((0.3317338807538262*x1 + 0.1885267971043617*cos(x1 + 0.02621940376399698)**2 - 1)**2 - 0.1937479517609085)**4 - 6099.6676259508099) - 24.00995160153795],log/.._dso_data_lj_hnc_lesser_sigma_2022-06-17-164632
865,0.9838202956993995,0.0002704640862805,[x1/(0.026523766604535675*(0.5731196992298907*sin(1.6692165387176971*(1 - 0.77400481155826381*x1)**2)**2 - sin(x1 - 6.732521449447274) + 0.86399875508994683)**2 + 0.11987343756205567) - 24.462646697123056],log/.._dso_data_lj_hnc_lesser_sigma_2022-06-17-164736
211,0.9838213486654164,0.0002704283052562,[-x1 + 69.78271522718578 - 1.6277557669876888/(0.8383661797305992 - 0.08201625640952553/(556.52847502761437*(0.67360769253040164*x1 - 1)**16 + 139.44315057778445) - 288.5561178678613/(x1 + 351.4917571421755))],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-27-165927
336,0.9838215777835828,0.000270420519875,[0.7398341766338629 - 20.94905338013046*(1 + 0.2184830743635401*cos(x1 + 0.9735213857133929)/(-x1 + 2.8061877161190663*(0.33116951552218035*cos(7.492213658907029/(x1 + 2.4616391631822068)) + 1)**2))**2],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-20-030441
123,0.9838216421923144,0.0002704183313023,[-x1 + 10.365429261209657*cos(x1 + 3.6738815925737414) - 15.770817895327866 + (-x1 - 0.26311144245660034)**2/(1.023168213066855 - 2.8532274643249025*cos(x1 + 1.314845493123713)**3)],log/.._dso_data_lj_hnc_lesser_sigma_2022-04-09-162348
500,0.983822218975494,0.0002703987329401,[x1 - 26.16940799709678*(0.1954803243316188*x1 - 1)**2 + cos(x1 - 1.3093680318843843*(1 - 0.79113792042004696*x1)**4 + 8.37985819140396) + 0.5923053706909422],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-20-030441
483,0.9838227547127292,0.0002703805299239,[-(8.787623263785102 - 0.20046420453406402*x1)*(-x1 + 1.412786388106665*sin(x1 + 0.05428611334574073)**2*sin(x1 + 1.6350917815764259)**8) - 24.652082550790844],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-20-030440
426,0.9838241457145356,0.0002703332701023,[4.647585635349732 - 96.85271384534285/(x1*(x1 + 2.511928236705283*(0.52135017443466448*x1 - 1)**4*(x1 - 0.054877318539483)**2 + 0.1758102964189116) + 3.347431035072976)],log/.._dso_data_lj_hnc_lesser_sigma_2022-06-22-201136
879,0.9838250793706848,0.0002703015511671,[2.0189510605913832*(x1 - 0.0021088843413602353)*(0.63569887161457494*sin(2*x1 - 2.3818093617564142) - 1)**2 - 24.0583236749496*(-0.20387656991062*x1*sin(x1 + 2.6833452961000472) - 1)**2],log/.._dso_data_lj_hnc_lesser_sigma_2022-06-17-164805
256,0.9838251985092226,0.0002702975038328,[-3.9716324093107799*(0.1221122051557668*x1 - 1)**2*(sin(1.2661200612869445*x1*(0.53370627655176*x1 - 1)**2 - 1.9863954833468394)**4 + 9.18006781832816) + 14.642819083561085],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-20-030440
209,0.9838253497186288,0.0002702923670429,[-8.14688194569082*x1*(x1**2*(sin(0.46088585478219*x1 + 6.5876047788680081) - 1.0568316215256164) + 0.6220169947827754)**2 + 8.14688194569082*x1 + sin(x1) - 24.710052131636054],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-20-030441
487,0.9838257920913708,0.0002702773393263,[7.383501600057844*x1 - 0.2008497472565335*(1 - 0.57799870590718543*cos(2.778447270220487*x1 - 4.113949067576628))**4 - cos(x1) - 22.89101704100589],log/.._dso_data_lj_hnc_lesser_sigma_2022-06-22-201136
130,0.9838280328107314,0.0002702012271212,[0.6980341384398843 - 22.20049263911228*(-(0.11267522660889993*sin(x1 + 2.0738633535891315) + 1)**2 + 0.21223582514466993*tan(0.58365030766102324*(0.034344327557719024*x1**2 - 0.034344327557719024*x1 + 1)**4))**2],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-20-030440
159,0.9838283252370296,0.0002701912948727,[0.67966519417236392 - 22.222909024174291*(0.2241729889572817*cos(x1 + 3.8669393877326446) + 0.2241729889572817*tan(0.1533623958004604*(0.63003991150761027 - x1)**2 + 0.36462812067884454) - 1)**2],log/.._dso_data_lj_hnc_lesser_sigma_2022-06-22-201136
957,0.9838303797376942,0.0002701215191465,[29.276305202500549*(0.11069524883926574*x1 + 1)**2 + sin(x1 - 6.780291730662015) + 0.63835444131567943*sin(x1**2*(x1 - 2.6261612709677564) + 10.770536408570631) - 53.10153257629664],log/.._dso_data_lj_hnc_lesser_sigma_2022-06-17-164736
486,0.9838316219376346,0.0002700793355961,[0.020169858265340665*(x1 + 2498.768386937675*(1 - 0.1414387792412031*x1)**4 - 207.846212923206)*cos(x1/(x1*(2.973220353467345 - 1.1531281149957573*x1) + 2.6727772098879385) - 4.158403401850834)],log/.._dso_data_lj_hnc_lesser_sigma_2022-06-17-164701
219,0.9838327960229608,0.0002700394682586,[-0.8400729457842173/(-1.0420697683920386 + 4.3412791894743625/(4.034600500009444 - 0.04199429899053606*(x1 + 0.103694016748369*(1 + 0.010880859009034421/(0.06335761471732747 - 0.01907623759293527*x1))**4)**2))],log/.._dso_data_lj_hnc_lesser_sigma_2022-04-06-162502
616,0.9838332564556806,0.0002700238345967,[-x1*(x1 + (2.787488059804184 - x1)/(x1*(cos(x1 - 1.3495630211446064)**2 + 0.022570018486623076) + 0.45172860343505813) - 10.739407465739166) - 24.589951760211317],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-27-165927
112,0.983833720109874,0.000270008092024,[-0.0056247017299344846*(-x1 + cos(3.6841806392255993*x1))**4 - (8.2467903260360112*(1 - 0.51487437256318773*x1)**2 + 7.6688827252408146)*cos(x1 - 0.25449688643100016) - 9.190694033295736],log/.._dso_data_lj_hnc_lesser_sigma_2022-06-17-164632
591,0.9838342969838234,0.0002699885059327,[-(0.00120639893223182*x1**8 - 0.11053476532527805)*cos(23.022051872708429*(0.45652439853622899*x1 - 1)**4 + 9.32933059568445) + 9.836619269510553*cos(x1 - 2.572745576424804) - 16.344799673403415],log/.._dso_data_lj_hnc_lesser_sigma_2022-06-17-164701
926,0.9838379428638206,0.0002698647375555,[25.959742627768188*(0.24537543328111046*(-0.89435381659318344*(x1 - 3.25885684170146)/(-0.28821481433042591*x1 + 0.16994822714441472*sin(x1) + 1.0251006886181318) - 1)**2 - 1)**2 - 25.261388410859],log/.._dso_data_lj_hnc_lesser_sigma_2022-06-17-164736
189,0.9838409630747404,0.0002697622312399,[0.0035090966051830871*x1**4*(sin(3.290536605191179*x1 + 10.454534542745861) + 0.7953498561666574)**4 + 4.635224158664933*x1 - 4.635224158664933*sin(x1 + 2.139680057731335) - 21.021731239798783],log/.._dso_data_lj_hnc_lesser_sigma_2022-04-06-162502
406,0.9838422369859438,0.0002697190005705,[0.2851995759253602*x1*(19.052611853028879*(0.37441090840469189*x1*(1.589804195227704 - sin(2.117082438425807*x1 + 8.40083987752053)) - 1)**3 + 28.315906158594306) - 24.283998464890589],log/.._dso_data_lj_hnc_lesser_sigma_2022-04-06-162444
494,0.9838422370044368,0.000269718999943,[-5.433885872657115*x1*(-0.3744121913382696*x1*(sin(2.1170697650882992*x1 - 1.0239054110593629) + 1.589805442158425) + 1)**3 + 8.0756814007398*x1 - 24.283997844557747],log/.._dso_data_lj_hnc_lesser_sigma_2022-04-06-162444
477,0.9838432961628706,0.0002696830597146,[-x1*(4.8431932927391326*(-0.36728800470482921*x1 + ((sin(0.9163951741497413*x1) - 0.05765318383293785)**2 - 0.6264407209783238)**2 + 0.55967090540473016)**2 - 8.410028178479655) - 24.453719326923743],log/.._dso_data_lj_hnc_lesser_sigma_2022-06-17-164736
378,0.983844050974832,0.0002696574483277,[7.780293687320108*x1 - 1.9948009944830013*(-0.31730035724878837*x1 - 0.56057760946186815*sin((x1 - 0.49575215261052535)**2) + 1)**2 - 23.461947635833955],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-27-165954
423,0.9838441999217812,0.0002696523945842,[x1**2*(-56.839601089082514*(0.3641977384786619*x1 - 1)**4 + 7.212761541732717 + 9.806337110860204/(-0.7140578266215024*x1 + tan(x1) + 0.12725997930791907)) - 24.28514072594104],log/.._dso_data_lj_hnc_lesser_sigma_2022-06-17-164701
286,0.9838446954393067,0.0002696355821148,[cos(0.5189165707578813*x1)/(-0.03133439963960832*(0.0724648745829391*x1*(cos(x1**2 - 2.5635724775057063*x1 + 2.1769392257926818) + 1.7044427354818432) + 1)**2 - 0.0095174007648041364)],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-20-030441
214,0.983844720851808,0.0002696347199058,[(0.3152210730775876 - 6.190040039888634*(0.25559783490917539*x1 - 1)**2)*((0.05012166937409537 - x1)*(sin(x1*(2.421786288396647 - x1)) - 2.0404272856415813) + 4.241426950362601)],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-27-165927
387,0.9838452002695032,0.0002696184542311,[0.7706831564066697 - 192.30794334932932/(0.99252630277118743*x1 + 0.34703278062049858*(0.1467514834102512*x1*(-3.832623329370518*tan(x1 - 4.67687665619904) - 15.196557952663362) - 1)**2 + 7.378829879622431)],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-27-165954
313,0.9838461228342404,0.0002695871548969,[-24.21662997609904*(0.2032090974985625*sin(x1 + 4.986072632855347) - 1)**2 + 9.088396063182802 + 1.9207656098066173/(1.5371089063992491 - 0.843109764150839*(sin(1.5165036393529066*x1) - 0.224476879470511)**2)],log/.._dso_data_lj_hnc_lesser_sigma_2022-06-22-201058
567,0.9838461961731834,0.0002695846668484,[-8.938553541105085*sin(x1 - 4.066428174731273) - 17.200358576737738 + 8.938553541105085*sin(x1 + 2.379598222926418)/(8.0594775002140369*sin(x1 + 4.636594994319889) - 8.6212690072054)],log/.._dso_data_lj_hnc_lesser_sigma_2022-06-17-164736
216,0.9838476476288176,0.0002695354281617,[3.1513870389426114*(x1 - 0.8594237077913222)*cos(x1 - 0.32557977986706654)**4 + 8.9435959458314021*cos(x1 - 2.89341670393013) - 13.50407049523822],log/.._dso_data_lj_hnc_lesser_sigma_2022-06-17-164701
496,0.9838476476305666,0.0002695354281024,[-(2.7083890184344273 - 3.1513850790196605*x1)*sin(x1 + 1.245217790094391)**4 + 8.9435860289074356*sin(x1 + 4.9605637042609345) - 13.504057795510782],log/.._dso_data_lj_hnc_lesser_sigma_2022-06-22-201058
304,0.9838476476321364,0.0002695354280492,[3.1513772347746753*(x1 - 0.8594279264369612)*sin(x1 - 1.8963742813492535)**4 + 8.943589084495239*sin(x1 - 1.3226210650989902) - 13.504062226626177],log/.._dso_data_lj_hnc_lesser_sigma_2022-04-09-162319
204,0.983851936879316,0.0002693899482179,[7.988467121317496*x1 + 0.6589463868879396*(-sin(0.96842399525383119*(0.69898693911199093*x1 + 1)**2) - 0.1823050773948147)**3 - 24.052934890089784],log/.._dso_data_lj_hnc_lesser_sigma_2022-04-06-162444
491,0.983853796317278,0.0002693268936352,[((3.7614317656830006 - 3.165963468602416*x1)*(27.9288540092364*((0.434997459963802*x1 + 0.434997459963802*cos(x1) - 1)**2 - 0.24555342781638195)**2 - 1.1557845927059995) - 9.158059948074909)*cos(x1) - 11.158175665695019],log/.._dso_data_lj_hnc_lesser_sigma_2022-04-09-162348
926,0.9838544378974488,0.0002693051390601,[0.6304315857649071 - 2.1988526847792841*(0.55435779574425882*(x1 - 2.868036607704884)*(x1 + 1.5059545335297543*(-0.81488077127980471*x1/(3.4444498761916295 - 0.8099171400074922*x1) + 1)**2) - 1)**2],log/.._dso_data_lj_hnc_lesser_sigma_2022-06-22-201136
352,0.9838544401108772,0.0002693050640092,[0.6305160264752856 - 25.33453079914027*(-0.1986751580881013*x1*(0.8214876277049005*x1 + 1.6792164911061925*(-0.69943468976628952*x1/(6.0375498320051192 - 1.4198482359474527*x1) + 1)**2 - 1.1188428655088425) + 1)**2],log/.._dso_data_lj_hnc_lesser_sigma_2022-04-06-162444
331,0.9838552124351728,0.0002692788773947,[(-0.484744329683044*x1 + 1.48474432968304*cos(x1 + 0.22085272021432367))*(-2.608233396346625*(sin(x1 - 1.8601308636723988)**2 - 0.1914973953712549)**2 - 4.320595285824037) - 16.042518180538266],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-20-030441
303,0.9838570123421676,0.0002692178544134,[8.019291804441772*x1 - 23.77240126586367 - 0.86331300516848811/(sin(x1*(-0.055298106587186567*x1**2 + 0.055298106587186567*x1 - 1.0979272057870925) - 15.300681463569795)**2 + 0.844708057311579)**3],log/.._dso_data_lj_hnc_lesser_sigma_2022-04-06-162444
76,0.9838572222739554,0.0002692107374752,[-x1 - 6.4474473269422708*(x1**2*(0.39986101753334744*x1 - 1)**2 - 0.70487210454127256)**2 + 28.35559025807469*(0.036226437729974353*(-0.37820168031332527*x1 - 1)**4 - 1)**3 + 4.032748486879578],log/.._dso_data_lj_hnc_lesser_sigma_2022-04-09-162319
438,0.9838585192129894,0.0002691667718468,[-x1*(0.0303513924726953*x1**2*((0.21986642019482748*x1**2 + 1)**2 - 0.81005426189526852)**2 - 9.589333873556274) + 1.582291359478614*(0.9263723641999312*x1 - 1)**6 - 25.90796241680716],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-17-000348
395,0.9838593303905706,0.0002691392751891,[x1**2 + 28.803374577720227*sin(0.2439697738625391*x1 + 0.7592209315573379)**2 - 1.148643753524812*sin(1.400278571724826*x1 - 5.18616402189446)**8 - 37.6341623839986],log/.._dso_data_lj_hnc_lesser_sigma_2022-04-11-150441
30,0.9838598600637954,0.0002691213215265,[6.7874571632040284*x1 - 20.023856146598625 - 11.125199391663301/(0.53805438551745436*x1 + 0.53805438551745436*sin(0.1521653127485266*(1 - 0.80629673537918788*x1)**3*(x1 + 4.460672129067034)) + 1)**3],log/.._dso_data_lj_hnc_lesser_sigma_2022-04-06-162444
257,0.9838617420712682,0.0002690575345024,[-0.025772911279373027*(-x1 - 1.4805496821192792)*(5335844.3045057798*(0.071684661198481803 - 1/(2.43509617993012e-9*x1**18 + x1 + 8.241828114559937))**3 + 4.5519561862740705)],log/.._dso_data_lj_hnc_lesser_sigma_2022-04-11-150408
527,0.9838628528318883,0.0002690198910696,[1.7511383908641391*x1 - 25.105513161854625*((0.053610356674270198*x1 - 1)**4 + 0.042662559502792789*cos(1.984425199806131*(0.6793910589549768*x1 - 1)**4))**2],log/.._dso_data_lj_hnc_lesser_sigma_2022-06-17-164632
491,0.9838642803662052,0.0002689715162379,[111.39937242951312*(0.30780758246317343*x1 - 1)**4*(x1 + 0.976619176874803)/(2.2012711497883215*cos(1.043858694053775*x1 - 3.0046221378834813) - 2.2594470664876187)],log/.._dso_data_lj_hnc_lesser_sigma_2022-06-22-201136
235,0.9838647945591218,0.000268954092891,[0.0001710970241247744*(x1 - 7636.459482223956)*(13.035927748075689*(0.27696763819688822*x1 - 0.27696763819688822*cos(0.7122462793841*(1 - 0.7184657831555853*x1)**4) - 1)**2 - 0.6692125103230664)],log/.._dso_data_lj_hnc_lesser_sigma_2022-06-22-201136
923,0.9838652003651924,0.0002689403426268,[8.023377868511238*x1 - 0.49838855701564476*cos(x1 + 2.6661980252574464)**2 - 1.029242558284553*cos(1.4181878064211415*x1 - 0.5147045868258733)**8 - 23.806904108204428],log/.._dso_data_lj_hnc_lesser_sigma_2022-06-22-201136
299,0.9838670598194492,0.0002688773418339,[-x1*(5.5522323192239299*(0.95195254259215639*x1 - 1)**4 - 8.86617630856919) + 5.4913794227589389*(x1 - sin(0.4725327465537224*x1 + 4.024408649432691)**2)**4 - 25.204872826322667],log/.._dso_data_lj_hnc_lesser_sigma_2022-04-06-162502
808,0.98386865033979,0.0002688234589263,[7.783209087328734*x1 - 2.052005530443324*(-0.3184689400191327*x1 + 0.55409949567878143*sin(x1**2 - x1 + 3.414514727447031) + 1)**2 - 23.467531630118687],log/.._dso_data_lj_hnc_lesser_sigma_2022-06-17-164736
768,0.9838691951751324,0.0002688050025298,[x1*(0.6499735822166905*(-x1 - 14.611837042209409)*(-0.61392786734793676*x1 + 0.61392786734793676*(-sin(x1 + 3.4751775990410314) - 0.7089078533138002)**2 + 1)**4 + 8.07114888854721) - 23.971201157256516],log/.._dso_data_lj_hnc_lesser_sigma_2022-06-22-201058
281,0.9838711129594176,0.0002687400424408,[(26.819493826064112*(1 - 0.19309663761978897*x1)**2 + 29.5962714471875)*(0.02458087911796826*(cos(-x1 + (x1 - 0.9643543937559097)**2 + 1.255618445942158) - 0.7222781554549721)**2 - 1.1149628906543658) + 36.22167450597482],log/.._dso_data_lj_hnc_lesser_sigma_2022-06-22-201136
652,0.9838722126139978,0.0002687027980804,[-2.365500813198712*(1.9130780981974427 - x1)*(sin(2.57015225728194*x1 + 0.38139434121779694) + 2.8449627215845505) - sin(3.994238602122336*x1 - 3.572903969425886) - 9.2699600179858513],log/.._dso_data_lj_hnc_lesser_sigma_2022-06-22-201058
82,0.9838747468928482,0.0002686169743676,[7.756826556749143*x1 - 3.5192969956653383*(0.1021071200564281*x1 + sin((1.3387721784867812 - x1)*(-0.4261158790274388*x1 - 0.17241838624121716)) - 0.5512386402739861)**4 - 23.39156968686706],log/.._dso_data_lj_hnc_lesser_sigma_2022-04-11-150441
73,0.9838757003182724,0.0002685846901436,[1.347585046091048*(x1 - 3.0190177851833644)*((sin(1.1978051141171192*(0.2095650515298616*x1 + 1)**3) - 0.12566483189218836)**6 + 5.786819976679409)],log/.._dso_data_lj_hnc_lesser_sigma_2022-04-11-150408
147,0.98387588794639,0.0002685783370475,[-0.5740605653778964*(3.314431733383284 - x1)*((3.6544434967109757*x1*(1 - 0.52310560600999858*x1)**2 + 5.3065334979063525)*(x1 - 2.067495918133918*(0.78496768744467585*x1 - 1)**3 + 5.20797973550083) - 25.920478659784212)],log/.._dso_data_lj_hnc_lesser_sigma_2022-04-06-162444
559,0.9838766246873036,0.0002685533917188,[5.120828102659505 - 2220.739699450711/(17.200611012163495*(-x1 - 0.40700445598182613)**2 + 3.0201947720863933*(0.87095482824379555*x1 - 1)**8 + sin((x1 + 0.6595935721176858)**2) + 69.57391913076331)],log/.._dso_data_lj_hnc_lesser_sigma_2022-06-17-164805
401,0.9838788128871364,0.0002684793084577,[883.1508124683808*(0.3222358043704441 - 1/(x1 - (0.3835797149437302 - (sin(x1 - 2.9452399341448356) + 0.35472984061514184)**2)**2 + 3.4900294588082734))**2 - 24.948095551834406],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-20-030440
352,0.983879175362206,0.0002684670375918,[5.532606119493853*x1 + (sin(x1 - (0.9751491516802507 - x1)**2) - 0.07489834736876551)**2 + 5.532606119493853*sin(0.5598902375630695*x1 - 12.992004129004241) - 23.097505979766147],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-27-165954
17,0.9838809244051028,0.0002684078313238,[x1 - 21.62248394480535*(0.21505384328204313*x1 - 1)**2 + 4.912232046145275*(0.0777525876300758*x1 + 0.47616229111989293*((0.68664679304808797*x1 - 1)**2 - 0.2690568751612985)**3 - 1)**3],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-26-154153
241,0.9838811527152996,0.0002684001033688,[-30.6835467216319*sin(1.2960974068533941*(1 - 0.1484750331240995*x1)**2)**2 - 1.102350004024199*sin(0.00028683215563332498*(0.7706217461330846*x1 + 1)**8) + 3.650142542829686],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-27-165927
335,0.9838821539325352,0.0002683662150348,[50.099825425701562*(-0.349161078208884*x1 + 0.349161078208884*(2.9741050837755574*x1 + 1.0125528248930868)/((sin(x1) - 0.7391691068266057)**3 + 2.117805315246065) - 1)**3 + 0.5984725571665483],log/.._dso_data_lj_hnc_lesser_sigma_2022-04-06-162444
275,0.9838822637578568,0.0002683624978968,[(x1 + 27.960149715222309)*(-x1 + 39.1615078581398 - 0.003173555009098828/(sin(2.064303840632903*x1 - 4.701301949393787) - 1.0449345995312702)) - 1121.45582420142],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-20-030440
417,0.9838834888867386,0.0002683210340963,[3.1304940890032948*(-x1 + 0.62657867344515659*sin(x1 + 3.784366649876462 - 0.017258590795952076/((-0.1063282297447638*x1**3 + x1)**3 + 0.10218420673748405)))**2 - 24.585746082458943],log/.._dso_data_lj_hnc_lesser_sigma_2022-04-06-162444
191,0.983883490115564,0.0002683209925091,[0.003280518761977519*(0.03998832984691385 - x1)**9 - 84.01992014082269*(1 - 0.04093198746895841*x1)**3 + 1.9310759409242224*(0.91730389545587212*x1 - 1)**6 + 57.82967429081229],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-26-154153
55,0.9838835665235314,0.000268318406634,[4.8569559130984526*(-0.35858515247790443*x1 - 0.35858515247790443*sin(-x1 + 34.80057390454176 + 0.1438785461372553/(10.317584518703374*(1 - 0.3113228391563266*x1)**2 + 0.07803822097431637)) - 1)**2 - 28.770671984892036],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-20-030441
889,0.983887797720129,0.0002681752303108,[x1*(9.512644321787892 - 0.35085224615914823*x1) + x1/(-0.67980094323679426*x1 - 0.67980094323679426*sin(0.2612595423693787*x1**3) - 0.058460090056953203) - 24.41376773092721],log/.._dso_data_lj_hnc_lesser_sigma_2022-06-17-164805
291,0.9838881963709428,0.0002681617426947,[7.4635155115855705*x1 - 0.6620546568048599*cos(x1) - 0.6620546568048599*cos(x1*(0.8856498328400719*x1*(x1 - 2.3447739714546656) - 0.7193870573228485)) - 23.629362723670927],log/.._dso_data_lj_hnc_lesser_sigma_2022-06-22-201136
324,0.9838892636927592,0.0002681256335502,[1.4267963465273035 - 18.88459858258083*(-0.09209632026818139*x1**2 + 0.05992120263807286*(-0.6562959118750051*sin((x1 - 1.84319972334179)*(x1 - 0.9628683539015903)) - 1)**2 + 1)**2],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-27-165954
162,0.9838892880680496,0.0002681248089258,[0.50891213033291643*x1 - 41.059635319562985*(0.1093634140895905*x1 - 0.01312325898296287*sin(3.4595789529828822*x1*(1 - 0.54906290907872081*x1)**2) - 1)**2 + 16.288367226877714],log/.._dso_data_lj_hnc_lesser_sigma_2022-06-17-164805
626,0.9838910663449556,0.0002680646527427,[(-x1 - 4.935517375125326 + 0.40306448829660285/(sin(0.1782616937271597*x1 + 1.0449107326830498) - 1.0006314363483417))*(-x1 - sin(x1) + 3.140874460707986)],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-27-165927
56,0.9838911020374624,0.0002680634453952,[(5.478589147665211 - x1)*(0.4602719230331435*x1**2 - 3.7184475219696234 - 0.2075803830262715/((sin(x1 + 3.2844932324097367) + 0.34232003188036236)**2 + 0.26249929032346764))],log/.._dso_data_lj_hnc_lesser_sigma_2022-06-22-201058
184,0.9838923368826404,0.0002680216768091,[(3.9156992849147142*x1*(0.5053535654068657*x1 - 1)**2 + 3.0201861269357804)*(x1*(5.5825887587471406*(1 - 0.41533018454562382*x1)**3 + 2.6371287840327726) - 7.469875725953764) - 1.472131804559556],log/.._dso_data_lj_hnc_lesser_sigma_2022-03-17-000348
508,0.98389379954964,0.0002679722065055,[0.57716630561247264*(2.7684533312022808 - x1)*(-x1 + 4.628576469087811*sin(x1 + 2.959845567228997)**2 - sin(x1**2 + 11.971815271542468) - 14.389897601942224) - 2.6446398373904639],log/.._dso_data_lj_hnc_lesser_sigma_2022-06-17-164805
