0.0,-24.2552316
0.025,-24.2446501
0.05,-24.2123037
0.075,-24.1588325
0.1,-24.0848765
0.125,-23.9912952
0.15,-23.8791345
0.175,-23.7495887
0.2,-23.6039604
0.225,-23.4436205
0.25,-23.2699703
0.275,-23.0844081
0.3,-22.8882996
0.325,-22.6829554
0.35,-22.4696126
0.375,-22.2494227
0.4,-22.0234436
0.425,-21.7926363
0.45,-21.5578646
0.475,-21.3198975
0.5,-21.0794132
0.525,-20.8370053
0.55,-20.5931889
0.575,-20.348408
0.6,-20.103042
0.625,-19.8574131
0.65,-19.6117927
0.675,-19.3664081
0.7,-19.1214474
0.725,-18.8770658
0.75,-18.6333895
0.775,-18.3905207
0.8,-18.1485407
0.825,-17.9075137
0.85,-17.6674894
0.875,-17.4285058
0.9,-17.1905911
0.925,-16.953766
0.95,-16.7180446
0.975,-16.4834367
1.0,-16.2499482
1.025,-16.0175826
1.05,-15.7863413
1.075,-15.5562249
1.1,-15.3272334
1.125,-15.0993666
1.15,-14.8726247
1.175,-14.6470086
1.2,-14.42252
1.225,-14.1991616
1.25,-13.9769375
1.275,-13.7558529
1.3,-13.5359145
1.325,-13.3171303
1.35,-13.0995098
1.375,-12.8830639
1.4,-12.6678051
1.425,-12.4537471
1.45,-12.240905
1.475,-12.0292951
1.5,-11.8189353
1.525,-11.6098443
1.55,-11.4020422
1.575,-11.19555
1.6,-10.9903898
1.625,-10.7865846
1.65,-10.5841583
1.675,-10.3831355
1.7,-10.1835416
1.725,-9.98540268
1.75,-9.78874534
1.775,-9.59359675
1.8,-9.39998454
1.825,-9.20793676
1.85,-9.01748177
1.875,-8.82864824
1.9,-8.64146507
1.925,-8.45596133
1.95,-8.27216622
1.975,-8.09010902
2.0,-7.90981906
2.025,-7.73132563
2.05,-7.55465798
2.075,-7.37984527
2.1,-7.2069165
2.125,-7.03590054
2.15,-6.86682602
2.175,-6.69972134
2.2,-6.53461463
2.225,-6.3715337
2.25,-6.21050604
2.275,-6.05155876
2.3,-5.89471858
2.325,-5.74001175
2.35,-5.58746411
2.375,-5.43710095
2.4,-5.28894704
2.425,-5.1430265
2.45,-4.99936216
2.475,-4.85797101
2.5,-4.71884199
2.525,-4.58185647
2.55,-4.44658001
2.575,-4.31185914
2.6,-4.17525854
2.625,-4.03255806
2.65,-3.8776679
2.675,-3.70325529
2.7,-3.50208544
2.725,-3.26872407
2.75,-3.00104933
2.775,-2.70108427
2.8,-2.37492825
2.825,-2.03187832
2.85,-1.68305086
2.875,-1.3398811
2.9,-1.01281696
2.925,-0.71039571
2.95,-0.438758942
2.975,-0.201561047
3.0,-0.000171769536
3.025,0.165941418
3.05,0.298753324
3.075,0.401220556
3.1,0.476870019
3.125,0.529461667
3.15,0.562732722
