3.175,0.580218874
3.2,0.585141548
3.225,0.580347903
3.25,0.56829025
3.275,0.55103305
3.3,0.530277749
3.325,0.507397897
3.35,0.483478987
3.375,0.459359186
3.4,0.435668416
3.425,0.412864317
3.45,0.391264313
3.475,0.371073532
3.5,0.352408628
3.525,0.335317797
3.55,0.319797339
3.575,0.305805184
3.6,0.293271819
3.625,0.282108985
3.65,0.272216534
3.675,0.263487748
3.7,0.255813415
3.725,0.249084886
3.75,0.243196319
3.775,0.23804628
3.8,0.233538836
3.825,0.229584249
3.85,0.226099363
3.875,0.223007764
3.9,0.220239763
3.925,0.217732252
3.95,0.215428467
3.975,0.213277695
4.0,0.211234939
4.025,0.209260551
4.05,0.20731987
4.075,0.205382848
4.1,0.203423688
4.125,0.201420492
4.15,0.199354921
4.175,0.197211879
4.2,0.194979208
4.225,0.192647412
4.25,0.190209385
4.275,0.187660176
4.3,0.184996756
4.325,0.182217817
4.35,0.179323575
4.375,0.1763156
4.4,0.173196653
4.425,0.169970539
4.45,0.166641977
4.475,0.163216476
4.5,0.159700228
4.525,0.156100004
4.55,0.152423068
4.575,0.148677094
4.6,0.144870091
4.625,0.141010341
4.65,0.137106336
4.675,0.133166725
4.7,0.129200271
4.725,0.125215802
4.75,0.121222181
4.775,0.117228267
4.8,0.113242889
4.825,0.10927482
4.85,0.105332756
4.875,0.101425295
4.9,0.0975609226
4.925,0.0937479983
4.95,0.0899947439
4.975,0.0863092349
5.0,0.0826993935
5.025,0.079172984
5.05,0.0757376088
5.075,0.0724007074
5.1,0.0691695556
5.125,0.066051267
5.15,0.0630527956
5.175,0.0601809395
5.2,0.0574423467
5.225,0.0548435216
5.25,0.052390834
5.275,0.0500905287
5.3,0.0479487344
5.325,0.0459714687
5.35,0.0441646319
5.375,0.0425339794
5.4,0.0410850574
5.425,0.0398230827
5.45,0.0387527474
5.475,0.0378779295
5.5,0.0372012969
5.525,0.0367238051
5.55,0.0364441041
5.575,0.0363578875
5.6,0.0364572376
5.625,0.0367300344
5.65,0.0371595053
5.675,0.0377239942
5.7,0.038397014
5.725,0.0391476304
5.75,0.0399411906
5.775,0.0407403783
5.8,0.0415065414
5.825,0.0422012076
5.85,0.0427876804
5.875,0.0432326008
5.9,0.043507358
5.925,0.0435892513
5.95,0.0434623266
5.975,0.0431178432
6.0,0.0425543567
